name,ROW_ID,category,cueType,sound_file,block,trialIndex_new,sinceImageOnset,eventStart,eventEnd,eventImageFile,eventImageLoc,zSound,ordered_sound
TYS_104,25,bee,label,bee_label.wav,3,51,1856.610298,1622.610298,1856.610298,bee_pic_neither.jpg,left_up,-1.3601022745809792,d
TYS_104,27,bird,sound,bird_sound.wav,2,22,899.709642,583.709642,899.709642,bird_pic_sound.jpg,right_up,0.9728286404967702,a
TYS_104,28,bird,sound,bird_sound.wav,1,1,505.784452,343.784452,505.784452,bird_pic_neither.jpg,left_up,-0.8005569020754668,c
TYS_104,29,bird,sound,bird_sound.wav,2,24,395.05031700000006,363.05031700000006,395.05031700000006,bird_pic_both.jpg,left_up,0.7498887437162602,b
TYS_104,30,bird,sound,bird_sound.wav,1,5,838.680327,650.680327,838.680327,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_104,31,bird,label,bird_label.wav,4,62,986.2486719999999,546.2486719999999,986.2486719999999,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_104,32,bird,label,bird_label.wav,4,65,1138.3364199999999,804.3364199999999,1138.3364199999999,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_104,33,bird,label,bird_label.wav,3,54,1194.758773,920.758773,1194.758773,bird_pic_label.jpg,left_up,-0.922160482137563,d
TYS_104,34,bird,label,bird_label.wav,2,28,870.5591559999999,670.5591559999999,870.5591559999999,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_104,35,dog,sound,dog_sound.wav,1,10,935.3538159999999,691.3538159999999,935.3538159999999,dog_pic_both.jpg,right_up,1.2663549768897098,a
TYS_104,36,dog,sound,dog_sound.wav,1,8,1189.678907,969.678907,1189.678907,dog_pic_neither.jpg,right_up,-0.4618471092185997,c
TYS_104,37,dog,sound,dog_sound.wav,1,11,805.259347,629.259347,805.259347,dog_pic_label.jpg,left_down,-1.0577788630490514,d
TYS_104,38,dog,sound,dog_sound.wav,3,43,693.745792,379.74579200000005,693.745792,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_104,39,dog,label,dog_label.wav,2,27,661.998093,411.99809300000004,661.998093,dog_pic_both.jpg,right_up,1.2663549768897098,a
TYS_104,40,dog,label,dog_label.wav,4,68,831.8721059999999,585.8721059999999,831.8721059999999,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_104,41,dog,label,dog_label.wav,4,77,834.4088790000001,512.4088790000001,834.4088790000001,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_104,42,dog,label,dog_label.wav,1,2,1445.3588719999998,1205.3588719999998,1445.3588719999998,dog_pic_sound.jpg,left_down,0.2532709953779424,b
TYS_104,43,cat,sound,cat_sound.wav,1,18,1338.139653,1154.139653,1338.139653,cat_pic_label.jpg,right_up,-0.059215652546378915,c
TYS_104,44,cat,sound,cat_sound.wav,3,50,735.245347,511.24534700000004,735.245347,cat_pic_neither.jpg,left_up,-1.3619600085667196,d
TYS_104,45,cat,sound,cat_sound.wav,4,80,1489.9756909999999,1305.9756909999999,1489.9756909999999,cat_pic_sound.jpg,left_down,0.4539866695222404,b
TYS_104,46,cat,sound,cat_sound.wav,1,15,876.215816,570.215816,876.215816,cat_pic_neither.jpg,right_up,-1.3619600085667196,d
TYS_104,49,cat,label,cat_label.wav,1,17,681.004047,625.004047,681.004047,cat_pic_sound.jpg,right_up,0.4539866695222404,b
TYS_104,50,cat,label,cat_label.wav,4,70,925.0453709999999,799.0453709999999,925.0453709999999,cat_pic_both.jpg,right_up,0.967188991590859,a
TYS_104,51,key,sound,key_sound.wav,4,79,1953.248739,1567.248739,1953.248739,key_pic_sound.jpg,left_down,-0.16098119709721087,c
TYS_104,52,key,sound,key_sound.wav,2,21,866.695881,710.695881,866.695881,key_pic_both.jpg,right_up,1.324999083800119,a
TYS_104,53,key,sound,key_sound.wav,3,60,871.113002,749.113002,871.113002,key_pic_both.jpg,right_up,1.324999083800119,a
TYS_104,54,key,sound,key_sound.wav,4,63,351.22078700000003,285.22078700000003,351.22078700000003,key_pic_sound.jpg,left_up,-0.16098119709721087,c
TYS_104,55,key,label,key_label.wav,3,44,1218.0067299999998,918.0067299999998,1218.0067299999998,key_pic_sound.jpg,right_up,-0.16098119709721087,c
TYS_104,56,key,label,key_label.wav,3,41,539.8820039999999,367.88200399999994,539.8820039999999,key_pic_label.jpg,right_up,-1.1021020416655205,d
TYS_104,57,key,label,key_label.wav,2,25,891.1840320000001,561.1840320000001,891.1840320000001,key_pic_both.jpg,right_up,1.324999083800119,a
TYS_104,58,key,label,key_label.wav,4,64,937.0292430000001,573.0292430000001,937.0292430000001,key_pic_sound.jpg,right_up,-0.16098119709721087,c
TYS_104,59,chain,sound,chain_sound.wav,4,66,799.3485929999999,599.3485929999999,799.3485929999999,chain_pic_sound.jpg,right_up,1.4429379650024707,a
TYS_104,60,chain,sound,chain_sound.wav,4,75,1081.0896159999998,851.0896159999998,1081.0896159999998,chain_pic_neither.jpg,left_down,-0.8155736323927011,d
TYS_104,61,chain,sound,chain_sound.wav,2,30,1550.900579,1364.900579,1550.900579,chain_pic_sound.jpg,left_down,1.4429379650024707,a
TYS_104,62,chain,sound,chain_sound.wav,2,37,1006.0280559999999,790.0280559999999,1006.0280559999999,chain_pic_label.jpg,left_up,-0.4809793216674902,c
TYS_104,63,chain,label,chain_label.wav,4,74,814.484775,574.484775,814.484775,chain_pic_neither.jpg,right_up,-0.8155736323927011,d
TYS_104,64,chain,label,chain_label.wav,2,36,359.95879799999994,293.95879799999994,359.95879799999994,chain_pic_label.jpg,left_up,-0.4809793216674902,c
TYS_104,65,chain,label,chain_label.wav,2,33,1358.0030199999999,1108.0030199999999,1358.0030199999999,chain_pic_sound.jpg,left_down,1.4429379650024707,a
TYS_104,66,chain,label,chain_label.wav,4,73,1804.698586,1628.698586,1804.698586,chain_pic_sound.jpg,left_down,1.4429379650024707,a
TYS_104,67,bowling,sound,bowling_sound.wav,2,26,1049.5861770000001,645.5861770000001,1049.5861770000001,bowling_pic_sound.jpg,right_up,0.8960685151322231,a
TYS_104,68,bowling,sound,bowling_sound.wav,2,34,1438.0831719999999,1278.0831719999999,1438.0831719999999,bowling_pic_label.jpg,left_down,-1.2851089380721914,d
TYS_104,69,bowling,sound,bowling_sound.wav,2,29,1037.2035500000002,551.2035500000002,1037.2035500000002,bowling_pic_sound.jpg,right_up,0.8960685151322231,a
TYS_104,70,bowling,sound,bowling_sound.wav,2,31,598.171473,510.171473,598.171473,bowling_pic_neither.jpg,right_up,-0.2901858892421076,c
TYS_104,71,bowling,label,bowling_label.wav,1,19,795.882642,601.882642,795.882642,bowling_pic_neither.jpg,left_up,-0.2901858892421076,c
TYS_104,72,bowling,label,bowling_label.wav,2,40,540.519416,314.519416,540.519416,bowling_pic_both.jpg,left_up,0.6792263121820765,b
TYS_104,73,bowling,label,bowling_label.wav,2,23,773.146212,527.146212,773.146212,bowling_pic_label.jpg,right_up,-1.2851089380721914,d
TYS_104,74,bowling,label,bowling_label.wav,4,67,1159.347057,915.347057,1159.347057,bowling_pic_neither.jpg,right_down,-0.2901858892421076,c
TYS_104,75,car,sound,car_sound.wav,3,42,507.64453399999996,357.64453399999996,507.64453399999996,car_pic_neither.jpg,left_up,-1.1369756232387735,d
TYS_104,76,car,sound,car_sound.wav,2,39,900.734425,566.7344250000001,900.734425,car_pic_neither.jpg,right_up,-1.1369756232387735,d
TYS_104,77,car,sound,car_sound.wav,3,49,913.940251,543.940251,913.940251,car_pic_label.jpg,left_up,-0.2552394256250308,c
TYS_104,79,car,label,car_label.wav,1,7,1436.006069,1284.006069,1436.006069,car_pic_neither.jpg,right_up,-1.1369756232387735,d
TYS_104,80,car,label,car_label.wav,3,56,574.872851,480.87285099999997,574.872851,car_pic_sound.jpg,left_up,1.2761971281251536,a
TYS_104,83,scissors,sound,scissors_sound.wav,2,32,1484.3578340000001,1352.3578340000001,1484.3578340000001,scissors_pic_both.jpg,right_down,0.9016528249659174,a
TYS_104,84,scissors,sound,scissors_sound.wav,1,20,1194.1649909999999,982.1649909999999,1194.1649909999999,scissors_pic_neither.jpg,left_up,-1.1149470416245215,d
TYS_104,85,scissors,sound,scissors_sound.wav,1,4,818.742096,642.742096,818.742096,scissors_pic_label.jpg,right_down,-0.5720163083117111,c
TYS_104,86,scissors,sound,scissors_sound.wav,1,3,772.50725,680.50725,772.50725,scissors_pic_sound.jpg,right_up,0.7853105249703148,b
TYS_104,87,scissors,label,scissors_label.wav,4,61,908.70744,614.70744,908.70744,scissors_pic_sound.jpg,right_up,0.7853105249703148,b
TYS_104,88,scissors,label,scissors_label.wav,1,14,1033.588886,843.588886,1033.588886,scissors_pic_neither.jpg,left_up,-1.1149470416245215,d
TYS_104,89,scissors,label,scissors_label.wav,3,46,972.7129940000001,676.712994,972.7129940000001,scissors_pic_sound.jpg,right_up,0.7853105249703148,b
TYS_104,90,scissors,label,scissors_label.wav,3,52,949.830472,795.830472,949.830472,scissors_pic_sound.jpg,left_up,0.7853105249703148,b
TYS_104,91,baby,sound,baby_sound.wav,7,130,1184.8942040000002,944.8942040000002,1184.8942040000002,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_104,92,baby,sound,baby_sound.wav,6,112,346.86055799999997,266.86055799999997,346.86055799999997,baby_pic_neither.jpg,left_up,-0.971142720972306,d
TYS_104,93,baby,sound,baby_sound.wav,8,158,1079.029918,967.029918,1079.029918,baby_pic_both.jpg,left_up,0.8133320288143068,b
TYS_104,94,baby,sound,baby_sound.wav,8,141,386.69642799999997,294.69642799999997,386.69642799999997,baby_pic_label.jpg,left_up,-0.7526356087535373,c
TYS_104,95,baby,label,baby_label.wav,8,157,537.832737,453.83273699999995,537.832737,baby_pic_both.jpg,left_up,0.8133320288143068,b
TYS_104,96,baby,label,baby_label.wav,8,143,649.0170360000001,557.0170360000001,649.0170360000001,baby_pic_sound.jpg,right_up,0.9104463009115372,a
TYS_104,97,baby,label,baby_label.wav,7,126,1137.367368,861.3673679999999,1137.367368,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_104,98,baby,label,baby_label.wav,6,103,666.794538,530.794538,666.794538,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_104,99,bee,sound,bee_sound.wav,7,133,611.054659,327.054659,611.054659,bee_pic_label.jpg,left_up,-0.09067348497206544,c
TYS_104,100,bee,sound,bee_sound.wav,6,117,1124.253988,816.2539879999999,1124.253988,bee_pic_neither.jpg,right_up,-1.3601022745809792,d
TYS_104,101,bee,sound,bee_sound.wav,6,114,1697.8751419999999,1529.8751419999999,1697.8751419999999,bee_pic_sound.jpg,left_down,0.5138164148417028,b
TYS_104,103,bee,label,bee_label.wav,6,109,1193.877459,987.877459,1193.877459,bee_pic_neither.jpg,right_up,-1.3601022745809792,d
TYS_104,104,bee,label,bee_label.wav,7,136,955.229044,501.2290440000001,955.229044,bee_pic_neither.jpg,left_up,-1.3601022745809792,d
TYS_104,105,bee,label,bee_label.wav,5,98,941.6214229999999,525.6214229999998,941.6214229999999,bee_pic_sound.jpg,left_up,0.5138164148417028,b
TYS_104,106,bee,label,bee_label.wav,6,110,887.429655,667.429655,887.429655,bee_pic_label.jpg,left_down,-0.09067348497206544,c
TYS_104,107,bird,sound,bird_sound.wav,8,152,1113.3151050000001,689.3151050000001,1113.3151050000001,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_104,108,bird,sound,bird_sound.wav,5,100,836.209297,536.209297,836.209297,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_104,109,bird,sound,bird_sound.wav,7,135,685.30786,475.30786,685.30786,bird_pic_label.jpg,left_up,-0.922160482137563,d
TYS_104,110,bird,sound,bird_sound.wav,5,95,917.152643,705.152643,917.152643,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_104,111,bird,label,bird_label.wav,7,132,689.521372,511.52137200000004,689.521372,bird_pic_sound.jpg,left_up,0.9728286404967702,a
TYS_104,112,bird,label,bird_label.wav,6,107,797.9798909999998,635.9798909999998,797.9798909999998,bird_pic_label.jpg,right_up,-0.922160482137563,d
TYS_104,113,bird,label,bird_label.wav,8,144,482.32793799999996,284.32793799999996,482.32793799999996,bird_pic_label.jpg,right_up,-0.922160482137563,d
TYS_104,114,bird,label,bird_label.wav,7,125,1103.044391,677.0443909999999,1103.044391,bird_pic_sound.jpg,left_up,0.9728286404967702,a
TYS_104,115,dog,sound,dog_sound.wav,8,156,973.2912779999999,873.2912779999999,973.2912779999999,dog_pic_both.jpg,right_up,1.2663549768897098,a
TYS_104,116,dog,sound,dog_sound.wav,7,139,942.5362349999999,548.536235,942.5362349999999,dog_pic_sound.jpg,right_up,0.2532709953779424,b
TYS_104,117,dog,sound,dog_sound.wav,5,96,928.94119,712.94119,928.94119,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_104,118,dog,sound,dog_sound.wav,7,122,550.471246,286.47124599999995,550.471246,dog_pic_both.jpg,left_up,1.2663549768897098,a
TYS_104,119,dog,label,dog_label.wav,8,160,928.7850259999999,620.7850259999999,928.7850259999999,dog_pic_label.jpg,left_up,-1.0577788630490514,d
TYS_104,120,dog,label,dog_label.wav,6,102,932.636678,524.636678,932.636678,dog_pic_sound.jpg,right_up,0.2532709953779424,b
TYS_104,121,dog,label,dog_label.wav,7,138,1081.973314,835.9733140000001,1081.973314,dog_pic_label.jpg,left_down,-1.0577788630490514,d
TYS_104,122,dog,label,dog_label.wav,8,142,1241.040349,799.0403490000001,1241.040349,dog_pic_neither.jpg,right_up,-0.4618471092185997,c
TYS_104,123,cat,sound,cat_sound.wav,6,120,994.9183459999999,354.91834599999993,994.9183459999999,cat_pic_sound.jpg,left_up,0.4539866695222404,b
TYS_104,124,cat,sound,cat_sound.wav,8,149,1189.323783,753.323783,1189.323783,cat_pic_neither.jpg,right_up,-1.3619600085667196,d
TYS_104,125,cat,sound,cat_sound.wav,7,128,718.8297509999999,500.8297509999999,718.8297509999999,cat_pic_both.jpg,right_up,0.967188991590859,a
TYS_104,126,cat,sound,cat_sound.wav,7,137,951.233864,725.233864,951.233864,cat_pic_label.jpg,left_up,-0.059215652546378915,c
TYS_104,127,cat,label,cat_label.wav,6,108,1776.270151,1594.270151,1776.270151,cat_pic_both.jpg,left_down,0.967188991590859,a
TYS_104,128,cat,label,cat_label.wav,7,127,766.1464809999999,564.1464809999999,766.1464809999999,cat_pic_label.jpg,right_up,-0.059215652546378915,c
TYS_104,129,cat,label,cat_label.wav,7,140,591.736138,399.736138,591.736138,cat_pic_sound.jpg,left_down,0.4539866695222404,b
TYS_104,130,cat,label,cat_label.wav,6,118,841.9744370000001,627.9744370000001,841.9744370000001,cat_pic_sound.jpg,right_up,0.4539866695222404,b
TYS_104,131,key,sound,key_sound.wav,5,88,1013.9396190000001,551.9396190000001,1013.9396190000001,key_pic_label.jpg,right_up,-1.1021020416655205,d
TYS_104,133,key,sound,key_sound.wav,8,155,801.508605,525.508605,801.508605,key_pic_both.jpg,left_up,1.324999083800119,a
TYS_104,134,key,sound,key_sound.wav,5,82,591.446996,485.446996,591.446996,key_pic_label.jpg,left_up,-1.1021020416655205,d
TYS_104,135,key,label,key_label.wav,5,87,1622.148633,1274.148633,1622.148633,key_pic_sound.jpg,left_down,-0.16098119709721087,c
TYS_104,136,key,label,key_label.wav,7,123,1365.077138,821.0771380000001,1365.077138,key_pic_label.jpg,right_up,-1.1021020416655205,d
TYS_104,137,key,label,key_label.wav,7,129,875.153959,701.153959,875.153959,key_pic_label.jpg,left_up,-1.1021020416655205,d
TYS_104,138,key,label,key_label.wav,7,121,835.052013,665.052013,835.052013,key_pic_both.jpg,left_down,1.324999083800119,a
TYS_104,140,chain,sound,chain_sound.wav,5,84,955.957115,767.957115,955.957115,chain_pic_sound.jpg,left_down,1.4429379650024707,a
TYS_104,141,chain,sound,chain_sound.wav,8,159,445.98019100000005,283.98019100000005,445.98019100000005,chain_pic_label.jpg,left_up,-0.4809793216674902,c
TYS_104,142,chain,sound,chain_sound.wav,5,97,1031.734586,759.734586,1031.734586,chain_pic_both.jpg,right_up,-0.14638501094227946,b
TYS_104,143,chain,label,chain_label.wav,5,99,1319.222808,1143.222808,1319.222808,chain_pic_both.jpg,left_down,-0.14638501094227946,b
TYS_104,144,chain,label,chain_label.wav,6,111,1131.9717170000001,751.9717170000001,1131.9717170000001,chain_pic_neither.jpg,right_up,-0.8155736323927011,d
TYS_104,145,chain,label,chain_label.wav,8,145,639.7920849999999,529.7920849999999,639.7920849999999,chain_pic_sound.jpg,left_up,1.4429379650024707,a
TYS_104,147,bowling,sound,bowling_sound.wav,7,131,714.009345,546.009345,714.009345,bowling_pic_sound.jpg,right_up,0.8960685151322231,a
TYS_104,148,bowling,sound,bowling_sound.wav,8,151,1352.8589009999998,1138.8589009999998,1352.8589009999998,bowling_pic_both.jpg,left_up,0.6792263121820765,b
TYS_104,149,bowling,sound,bowling_sound.wav,8,153,694.2129729999999,490.2129729999999,694.2129729999999,bowling_pic_label.jpg,left_up,-1.2851089380721914,d
TYS_104,150,bowling,sound,bowling_sound.wav,5,85,1478.939056,1272.939056,1478.939056,bowling_pic_both.jpg,left_down,0.6792263121820765,b
TYS_104,152,bowling,label,bowling_label.wav,6,106,1251.9968749999998,1117.9968749999998,1251.9968749999998,bowling_pic_both.jpg,left_down,0.6792263121820765,b
TYS_104,153,bowling,label,bowling_label.wav,7,134,1592.9942130000002,1252.9942130000002,1592.9942130000002,bowling_pic_both.jpg,left_down,0.6792263121820765,b
TYS_104,154,bowling,label,bowling_label.wav,6,115,1275.007963,875.007963,1275.007963,bowling_pic_label.jpg,right_up,-1.2851089380721914,d
TYS_104,155,car,sound,car_sound.wav,5,83,624.0129469999999,520.0129469999999,624.0129469999999,car_pic_sound.jpg,left_up,1.2761971281251536,a
TYS_104,156,car,sound,car_sound.wav,6,105,749.1179109999999,561.1179109999999,749.1179109999999,car_pic_neither.jpg,right_up,-1.1369756232387735,d
TYS_104,158,car,sound,car_sound.wav,5,90,1568.051457,1416.051457,1568.051457,car_pic_label.jpg,left_down,-0.2552394256250308,c
TYS_104,159,car,label,car_label.wav,8,150,1461.1693619999999,1247.1693619999999,1461.1693619999999,car_pic_neither.jpg,right_up,-1.1369756232387735,d
TYS_104,160,car,label,car_label.wav,5,86,1213.5696409999998,1081.5696409999998,1213.5696409999998,car_pic_neither.jpg,left_down,-1.1369756232387735,d
TYS_104,161,car,label,car_label.wav,8,147,591.67701,369.67701,591.67701,car_pic_neither.jpg,right_up,-1.1369756232387735,d
TYS_104,162,car,label,car_label.wav,6,104,742.018104,552.018104,742.018104,car_pic_sound.jpg,right_up,1.2761971281251536,a
TYS_104,163,scissors,sound,scissors_sound.wav,8,148,1352.596164,1112.596164,1352.596164,scissors_pic_both.jpg,right_up,0.9016528249659174,a
TYS_104,164,scissors,sound,scissors_sound.wav,6,101,1451.9957299999999,1171.9957299999999,1451.9957299999999,scissors_pic_both.jpg,left_down,0.9016528249659174,a
TYS_104,165,scissors,sound,scissors_sound.wav,8,154,900.2835150000001,542.2835150000001,900.2835150000001,scissors_pic_sound.jpg,left_up,0.7853105249703148,b
TYS_104,166,scissors,sound,scissors_sound.wav,6,119,1964.4420149999999,1776.4420149999999,1964.4420149999999,scissors_pic_sound.jpg,left_down,0.7853105249703148,b
TYS_104,167,scissors,label,scissors_label.wav,6,116,1442.6391119999998,1112.6391119999998,1442.6391119999998,scissors_pic_both.jpg,right_up,0.9016528249659174,a
TYS_104,168,scissors,label,scissors_label.wav,7,124,744.0473440000001,532.0473440000001,744.0473440000001,scissors_pic_sound.jpg,right_up,0.7853105249703148,b
TYS_104,169,scissors,label,scissors_label.wav,5,92,980.029106,714.029106,980.029106,scissors_pic_label.jpg,left_up,-0.5720163083117111,c
TYS_104,170,scissors,label,scissors_label.wav,5,81,1576.8973830000002,1400.8973830000002,1576.8973830000002,scissors_pic_both.jpg,right_down,0.9016528249659174,a
TYS_120,11,baby,sound,baby_sound.wav,4,62,568.747997,310.74799700000005,568.747997,baby_pic_both.jpg,right_up,0.8133320288143068,b
TYS_120,12,baby,sound,baby_sound.wav,1,8,661.051869,433.051869,661.051869,baby_pic_sound.jpg,right_up,0.9104463009115372,a
TYS_120,13,baby,sound,baby_sound.wav,4,74,500.1843570000001,268.1843570000001,500.1843570000001,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_120,14,baby,sound,baby_sound.wav,3,49,653.9829970000001,331.98299700000007,653.9829970000001,baby_pic_neither.jpg,right_down,-0.971142720972306,d
TYS_120,15,baby,label,baby_label.wav,1,3,416.976124,248.97612400000003,416.976124,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_120,16,baby,label,baby_label.wav,1,5,472.630441,322.630441,472.630441,baby_pic_both.jpg,right_up,0.8133320288143068,b
TYS_120,17,baby,label,baby_label.wav,1,6,529.766679,313.76667899999995,529.766679,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_120,18,baby,label,baby_label.wav,3,42,669.926465,491.926465,669.926465,baby_pic_neither.jpg,right_up,-0.971142720972306,d
TYS_120,19,bee,sound,bee_sound.wav,2,33,500.86987000000005,318.86987000000005,500.86987000000005,bee_pic_sound.jpg,right_down,0.5138164148417028,b
TYS_120,20,bee,sound,bee_sound.wav,4,67,567.619979,333.61997899999994,567.619979,bee_pic_sound.jpg,right_down,0.5138164148417028,b
TYS_120,21,bee,sound,bee_sound.wav,3,55,786.852717,318.852717,786.852717,bee_pic_sound.jpg,right_down,0.5138164148417028,b
TYS_120,22,bee,sound,bee_sound.wav,2,39,470.093578,286.093578,470.093578,bee_pic_label.jpg,right_up,-0.09067348497206544,c
TYS_120,23,bee,label,bee_label.wav,4,77,436.042547,248.042547,436.042547,bee_pic_both.jpg,right_up,0.9369593447113402,a
TYS_120,24,bee,label,bee_label.wav,3,50,679.6762940000001,447.6762940000001,679.6762940000001,bee_pic_sound.jpg,right_up,0.5138164148417028,b
TYS_120,25,bee,label,bee_label.wav,3,52,558.9481,330.94809999999995,558.9481,bee_pic_sound.jpg,right_down,0.5138164148417028,b
TYS_120,26,bee,label,bee_label.wav,4,73,517.0468089999999,247.04680899999994,517.0468089999999,bee_pic_neither.jpg,right_up,-1.3601022745809792,d
TYS_120,27,bird,sound,bird_sound.wav,2,31,598.9007349999999,290.90073499999994,598.9007349999999,bird_pic_both.jpg,left_down,0.7498887437162602,b
TYS_120,28,bird,sound,bird_sound.wav,1,15,644.072235,316.07223500000003,644.072235,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_120,29,bird,sound,bird_sound.wav,2,38,609.892726,309.89272600000004,609.892726,bird_pic_neither.jpg,right_down,-0.8005569020754668,c
TYS_120,30,bird,sound,bird_sound.wav,1,16,678.7045,486.70450000000005,678.7045,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_120,31,bird,label,bird_label.wav,4,76,609.0157029999999,421.0157029999999,609.0157029999999,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_120,32,bird,label,bird_label.wav,4,66,727.113008,399.1130080000001,727.113008,bird_pic_both.jpg,right_up,0.7498887437162602,b
TYS_120,33,bird,label,bird_label.wav,3,47,485.712379,261.71237900000006,485.712379,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_120,34,bird,label,bird_label.wav,2,27,457.07285399999995,383.07285399999995,457.07285399999995,bird_pic_neither.jpg,right_up,-0.8005569020754668,c
TYS_120,35,dog,sound,dog_sound.wav,1,14,628.7915710000001,504.7915710000001,628.7915710000001,dog_pic_neither.jpg,left_down,-0.4618471092185997,c
TYS_120,36,dog,sound,dog_sound.wav,1,13,651.2055399999999,395.2055399999999,651.2055399999999,dog_pic_neither.jpg,right_up,-0.4618471092185997,c
TYS_120,37,dog,sound,dog_sound.wav,1,7,1008.203626,506.203626,1008.203626,dog_pic_neither.jpg,right_up,-0.4618471092185997,c
TYS_120,38,dog,sound,dog_sound.wav,3,43,727.9562950000001,257.95629500000007,727.9562950000001,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_120,39,dog,label,dog_label.wav,2,36,441.750973,295.750973,441.750973,dog_pic_both.jpg,right_up,1.2663549768897098,a
TYS_120,40,dog,label,dog_label.wav,4,80,533.9895489999999,333.9895489999999,533.9895489999999,dog_pic_label.jpg,right_up,-1.0577788630490514,d
TYS_120,41,dog,label,dog_label.wav,4,61,541.912556,381.912556,541.912556,dog_pic_both.jpg,right_down,1.2663549768897098,a
TYS_120,42,dog,label,dog_label.wav,1,12,805.9899209999999,531.9899209999999,805.9899209999999,dog_pic_label.jpg,left_up,-1.0577788630490514,d
TYS_120,43,cat,sound,cat_sound.wav,1,9,735.851943,541.851943,735.851943,cat_pic_label.jpg,right_up,-0.059215652546378915,c
TYS_120,44,cat,sound,cat_sound.wav,3,45,534.78235,336.78234999999995,534.78235,cat_pic_sound.jpg,right_down,0.4539866695222404,b
TYS_120,45,cat,sound,cat_sound.wav,4,72,1089.352846,653.352846,1089.352846,cat_pic_neither.jpg,left_up,-1.3619600085667196,d
TYS_120,46,cat,sound,cat_sound.wav,1,11,1421.6949940000002,1075.6949940000002,1421.6949940000002,cat_pic_neither.jpg,right_up,-1.3619600085667196,d
TYS_120,47,cat,label,cat_label.wav,1,4,473.066628,243.06662799999998,473.066628,cat_pic_both.jpg,right_up,0.967188991590859,a
TYS_120,48,cat,label,cat_label.wav,3,60,414.68784200000005,248.68784200000005,414.68784200000005,cat_pic_both.jpg,right_down,0.967188991590859,a
TYS_120,49,cat,label,cat_label.wav,1,1,519.762099,277.76209900000003,519.762099,cat_pic_sound.jpg,right_up,0.4539866695222404,b
