"subjCode","seed","trialID","valid_cue","cue_type","pic_version","pic_category","pic_type","pic_id","cue_category","cue_version","pic_file","cue_file","block","whichPart","curTrialIndex","isRight","rt","compliance","age","gender","nativeSpeaker","exp","expC","cue_typeC","snd_type","snd_typeC","lbl_type","lbl_typeC","trial_type"
"TYO_102",102,"drum_sound_A:drum_kit_1",1,"sound","A","drum","kit",1,"drum","A","drum_kit_1","drum_sound_A",0,"test",34,1,349.288488505,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_A:drum_kit_1",1,"label","A","drum","kit",1,"drum","A","drum_kit_1","drum_label_A",0,"test",38,1,546.207817562,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"phone_sound_A:phone_cell_2",1,"sound","A","phone","cell",2,"phone","A","phone_cell_2","phone_sound_A",0,"test",39,1,1475.45808327,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_A:drum_kit_1",1,"label","A","drum","kit",1,"drum","A","drum_kit_1","drum_label_A",0,"test",41,1,475.785377261,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"bird_label_A:bird_hawk_2",1,"label","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_label_A",0,"test",42,1,413.421749778,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"phone_sound_A:phone_cell_2",1,"sound","A","phone","cell",2,"phone","A","phone_cell_2","phone_sound_A",0,"test",44,1,610.419372737,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_label_B:phone_rotary_2",1,"label","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_label_B",0,"test",46,1,455.399452709,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_label_A:bird_hawk_2",1,"label","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_label_A",0,"test",54,1,545.46210065,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_sound_A:drum_kit_2",1,"sound","A","drum","kit",2,"drum","A","drum_kit_2","drum_sound_A",0,"test",55,1,750.962950289,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"motor_label_B:motor_harley_2",1,"label","B","motor","harley",2,"motor","B","motor_harley_2","motor_label_B",0,"test",59,1,926.221191708,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_label_A:dog_rott_1",1,"label","A","dog","rott",1,"dog","A","dog_rott_1","dog_label_A",0,"test",60,1,653.428693535,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_1",1,"sound","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_sound_B",0,"test",66,1,523.081928724,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",0,"test",71,1,391.777026816,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",0,"test",72,1,338.573781075,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",0,"test",74,1,391.33742603,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_label_A:dog_rott_1",1,"label","A","dog","rott",1,"dog","A","dog_rott_1","dog_label_A",0,"test",82,1,427.22842301,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"dog_sound_B:dog_york_2",1,"sound","B","dog","york",2,"dog","B","dog_york_2","dog_sound_B",0,"test",88,1,1076.3830418,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_label_A:guitar_electric_2",1,"label","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_label_A",0,"test",91,1,742.924673599,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",1,"test",93,1,598.06787438,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",1,"test",94,1,390.00675123,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",1,"test",95,1,708.47922517,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",1,"test",97,1,655.356198549,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_A:dog_rott_1",1,"sound","A","dog","rott",1,"dog","A","dog_rott_1","dog_sound_A",1,"test",99,1,540.178869385,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",1,"test",105,1,414.407482313,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"guitar_label_A:guitar_electric_2",1,"label","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_label_A",1,"test",109,1,391.643221257,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",1,"test",111,1,620.993215416,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",1,"test",112,1,331.063025282,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"phone_label_A:phone_cell_2",1,"label","A","phone","cell",2,"phone","A","phone_cell_2","phone_label_A",1,"test",114,1,400.723704835,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_2",1,"sound","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_sound_B",1,"test",115,1,623.667399981,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",1,"test",117,1,589.41929054,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",1,"test",118,1,596.612057765,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",1,"test",121,1,672.397627553,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"guitar_sound_A:guitar_electric_1",1,"sound","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_sound_A",1,"test",124,1,677.222968079,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_B:dog_york_1",1,"sound","B","dog","york",1,"dog","B","dog_york_1","dog_sound_B",1,"test",129,1,429.188978276,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",1,"test",130,1,504.763732257,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",1,"test",131,1,526.446318661,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_sound_B:drum_bongo_2",1,"sound","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_sound_B",1,"test",134,1,618.4079136,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",1,"test",137,1,580.43154038,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_label_A:bird_hawk_2",1,"label","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_label_A",1,"test",138,1,567.277529917,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"dog_sound_A:dog_rott_1",1,"sound","A","dog","rott",1,"dog","A","dog_rott_1","dog_sound_A",1,"test",144,1,287.356439861,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_2",1,"sound","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_sound_B",1,"test",145,1,521.048534487,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_label_A:phone_cell_1",1,"label","A","phone","cell",1,"phone","A","phone_cell_1","phone_label_A",1,"test",146,1,500.333069765,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_sound_B:drum_bongo_1",1,"sound","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_sound_B",1,"test",147,1,555.325201887,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",1,"test",148,1,1430.95476157,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",1,"test",153,1,555.127541942,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_label_B:bird_song_2",1,"label","B","bird","song",2,"bird","B","bird_song_2","bird_label_B",1,"test",154,1,408.730535593,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",1,"test",156,1,433.616431954,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_label_A:bird_hawk_1",1,"label","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_label_A",1,"test",159,1,647.512372991,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_label_B:guitar_acoustic_2",1,"label","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_label_B",1,"test",160,1,450.44126932,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_sound_B:dog_york_2",1,"sound","B","dog","york",2,"dog","B","dog_york_2","dog_sound_B",1,"test",162,1,610.320863663,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_2",1,"sound","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_sound_B",1,"test",163,1,1498.42353386,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_sound_A:phone_cell_2",1,"sound","A","phone","cell",2,"phone","A","phone_cell_2","phone_sound_A",1,"test",164,1,452.869662549,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_label_B:phone_rotary_1",1,"label","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_label_B",1,"test",168,1,520.752044627,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"drum_sound_A:drum_kit_2",1,"sound","A","drum","kit",2,"drum","A","drum_kit_2","drum_sound_A",1,"test",169,1,920.729390753,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",1,"test",171,1,468.825887248,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"phone_label_A:phone_cell_2",1,"label","A","phone","cell",2,"phone","A","phone_cell_2","phone_label_A",1,"test",172,1,470.157524629,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_label_B:guitar_acoustic_2",1,"label","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_label_B",1,"test",174,1,366.568328696,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",1,"test",175,1,755.99365175,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_sound_B:drum_bongo_1",1,"sound","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_sound_B",1,"test",177,1,304.226520821,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_A:dog_rott_1",1,"sound","A","dog","rott",1,"dog","A","dog_rott_1","dog_sound_A",1,"test",178,1,530.679000309,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",1,"test",179,1,456.733657105,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_sound_A:phone_cell_1",1,"sound","A","phone","cell",1,"phone","A","phone_cell_1","phone_sound_A",1,"test",180,1,439.45702567,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_2",1,"sound","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_sound_B",1,"test",181,1,798.307954159,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"phone_label_A:phone_cell_2",1,"label","A","phone","cell",2,"phone","A","phone_cell_2","phone_label_A",2,"test",185,1,474.70274003,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"motor_label_B:motor_harley_2",1,"label","B","motor","harley",2,"motor","B","motor_harley_2","motor_label_B",2,"test",189,1,450.403405936,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"bird_label_A:bird_hawk_1",1,"label","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_label_A",2,"test",191,1,334.834607434,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",2,"test",194,1,448.808970687,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"bird_sound_A:bird_hawk_2",1,"sound","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_sound_A",2,"test",196,1,716.694304836,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"guitar_sound_B:guitar_acoustic_1",1,"sound","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_sound_B",2,"test",198,1,309.694897849,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_sound_B:drum_bongo_2",1,"sound","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_sound_B",2,"test",201,1,341.693983937,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_label_A:dog_rott_1",1,"label","A","dog","rott",1,"dog","A","dog_rott_1","dog_label_A",2,"test",202,1,680.691642861,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_sound_A:drum_kit_1",1,"sound","A","drum","kit",1,"drum","A","drum_kit_1","drum_sound_A",2,"test",209,1,695.614645316,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_A:drum_kit_1",1,"label","A","drum","kit",1,"drum","A","drum_kit_1","drum_label_A",2,"test",217,1,458.172788145,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",2,"test",219,1,397.330115142,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",2,"test",222,1,314.291132498,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"drum_sound_B:drum_bongo_1",1,"sound","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_sound_B",2,"test",223,1,697.368556168,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"motor_label_A:motor_dirt_1",1,"label","A","motor","dirt",1,"motor","A","motor_dirt_1","motor_label_A",2,"test",224,1,306.04909925,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"guitar_sound_A:guitar_electric_1",1,"sound","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_sound_A",2,"test",227,1,895.930451981,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",2,"test",228,1,483.793170773,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",2,"test",231,1,632.583594706,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_label_A:dog_rott_2",1,"label","A","dog","rott",2,"dog","A","dog_rott_2","dog_label_A",2,"test",232,1,1154.80749978,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",2,"test",235,1,350.458083209,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",2,"test",238,1,336.979345826,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",2,"test",241,1,377.265708812,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"guitar_label_B:guitar_acoustic_1",1,"label","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_label_B",2,"test",242,1,642.022176413,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"phone_label_B:phone_rotary_1",1,"label","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_label_B",2,"test",245,1,493.120729167,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"motor_label_A:motor_dirt_2",1,"label","A","motor","dirt",2,"motor","A","motor_dirt_2","motor_label_A",2,"test",246,1,937.299452198,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_102",102,"dog_sound_B:dog_york_1",1,"sound","B","dog","york",1,"dog","B","dog_york_1","dog_sound_B",2,"test",247,1,809.091650066,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",2,"test",249,1,369.795383478,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"phone_sound_B:phone_rotary_1",1,"sound","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_sound_B",2,"test",250,1,1311.11734326,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",2,"test",254,1,1385.09702025,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",2,"test",256,1,498.059980804,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",2,"test",258,1,427.228422952,4,18,"Male","No","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_102",102,"motor_label_B:motor_harley_2",1,"label","B","motor","harley",2,"motor","B","motor_harley_2","motor_label_B",2,"test",263,1,599.733865063,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_102",102,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",2,"test",264,1,557.478924864,4,18,"Male","No","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
