"subjCode","seed","trialID","valid_cue","cue_type","pic_version","pic_category","pic_type","pic_id","cue_category","cue_version","pic_file","cue_file","block","whichPart","curTrialIndex","isRight","rt","compliance","age","gender","nativeSpeaker","exp","expC","cue_typeC","snd_type","snd_typeC","lbl_type","lbl_typeC","trial_type"
"TYO_109",109,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",1,"test",193,1,677.388464333,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_label_B:phone_rotary_2",1,"label","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_label_B",2,"test",195,1,620.108523697,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",2,"test",196,1,668.797005666,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",2,"test",197,1,641.018044727,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"dog_sound_B:dog_york_2",1,"sound","B","dog","york",2,"dog","B","dog_york_2","dog_sound_B",2,"test",202,1,860.229354003,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",2,"test",203,1,706.173330604,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_sound_B:dog_york_1",1,"sound","B","dog","york",1,"dog","B","dog_york_1","dog_sound_B",2,"test",205,1,831.819467945,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_sound_B:dog_york_2",1,"sound","B","dog","york",2,"dog","B","dog_york_2","dog_sound_B",2,"test",208,1,798.551952641,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_A:motor_dirt_1",1,"label","A","motor","dirt",1,"motor","A","motor_dirt_1","motor_label_A",2,"test",209,1,695.163515746,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",2,"test",210,1,748.042953142,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_A:motor_dirt_2",1,"label","A","motor","dirt",2,"motor","A","motor_dirt_2","motor_label_A",2,"test",211,1,790.72870902,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"phone_sound_A:phone_cell_2",1,"sound","A","phone","cell",2,"phone","A","phone_cell_2","phone_sound_A",2,"test",213,1,948.338297603,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",2,"test",214,1,639.626890887,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"phone_label_B:phone_rotary_1",1,"label","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_label_B",2,"test",215,1,575.839940459,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",2,"test",217,1,511.099566764,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",2,"test",219,1,1100.82480439,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",2,"test",220,1,1159.97242031,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"drum_sound_A:drum_kit_1",1,"sound","A","drum","kit",1,"drum","A","drum_kit_1","drum_sound_A",2,"test",221,1,745.823115809,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",2,"test",224,1,750.568555202,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"phone_label_B:phone_rotary_1",1,"label","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_label_B",2,"test",225,1,864.193267713,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",2,"test",227,1,694.218459073,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_sound_A:bird_hawk_2",1,"sound","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_sound_A",2,"test",229,1,800.06176146,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_B:guitar_acoustic_2",1,"label","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_label_B",2,"test",233,1,778.395814821,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_A:drum_kit_1",1,"label","A","drum","kit",1,"drum","A","drum_kit_1","drum_label_A",2,"test",236,1,1165.89984606,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_sound_B:bird_song_1",1,"sound","B","bird","song",1,"bird","B","bird_song_1","bird_sound_B",2,"test",237,1,719.117374159,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_sound_B:drum_bongo_1",1,"sound","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_sound_B",2,"test",238,1,609.683997405,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",2,"test",241,1,868.139307015,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",2,"test",242,1,801.425152982,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_label_A:drum_kit_1",1,"label","A","drum","kit",1,"drum","A","drum_kit_1","drum_label_A",2,"test",243,1,1066.19922176,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",2,"test",247,1,528.935086622,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",2,"test",248,1,773.141147743,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_sound_A:drum_kit_2",1,"sound","A","drum","kit",2,"drum","A","drum_kit_2","drum_sound_A",2,"test",251,1,642.826012219,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",2,"test",252,1,778.67724013,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_A:motor_dirt_2",1,"label","A","motor","dirt",2,"motor","A","motor_dirt_2","motor_label_A",2,"test",253,1,891.068244877,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"guitar_sound_B:guitar_acoustic_1",1,"sound","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_sound_B",2,"test",254,1,1031.67784255,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_sound_B:dog_york_1",1,"sound","B","dog","york",1,"dog","B","dog_york_1","dog_sound_B",2,"test",255,1,694.954348262,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_A:motor_dirt_2",1,"label","A","motor","dirt",2,"motor","A","motor_dirt_2","motor_label_A",2,"test",256,1,723.666956706,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",2,"test",260,1,707.861502247,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",2,"test",262,1,518.197950034,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_A:guitar_electric_2",1,"label","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_label_A",2,"test",263,1,616.044970229,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"drum_label_A:drum_kit_2",1,"label","A","drum","kit",2,"drum","A","drum_kit_2","drum_label_A",2,"test",264,1,817.558810231,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"dog_label_B:dog_york_2",1,"label","B","dog","york",2,"dog","B","dog_york_2","dog_label_B",2,"test",268,1,600.031869486,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",2,"test",269,1,696.11769967,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"dog_label_A:dog_rott_1",1,"label","A","dog","rott",1,"dog","A","dog_rott_1","dog_label_A",2,"test",270,1,956.945348706,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"phone_sound_A:phone_cell_2",1,"sound","A","phone","cell",2,"phone","A","phone_cell_2","phone_sound_A",2,"test",271,1,1118.83640516,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_label_A:dog_rott_1",1,"label","A","dog","rott",1,"dog","A","dog_rott_1","dog_label_A",2,"test",281,1,938.019495981,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",2,"test",283,1,836.161023937,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",2,"test",285,1,512.770624657,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",2,"test",287,1,870.43330376,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",2,"test",289,1,831.77459205,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_sound_B:drum_bongo_2",1,"sound","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_sound_B",3,"test",290,1,985.966764449,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_A:guitar_electric_2",1,"label","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_label_A",3,"test",291,1,731.684535916,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"drum_sound_A:drum_kit_1",1,"sound","A","drum","kit",1,"drum","A","drum_kit_1","drum_sound_A",3,"test",293,1,1047.37376934,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_sound_B:drum_bongo_2",1,"sound","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_sound_B",3,"test",297,1,684.310766577,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",3,"test",299,1,899.059202813,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_label_B:bird_song_2",1,"label","B","bird","song",2,"bird","B","bird_song_2","bird_label_B",3,"test",302,1,572.046783578,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",3,"test",305,1,685.224257933,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",3,"test",306,1,682.06544884,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"phone_label_A:phone_cell_2",1,"label","A","phone","cell",2,"phone","A","phone_cell_2","phone_label_A",3,"test",307,1,704.062260396,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"dog_label_B:dog_york_2",1,"label","B","dog","york",2,"dog","B","dog_york_2","dog_label_B",3,"test",308,1,572.311855794,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_sound_B:guitar_acoustic_1",1,"sound","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_sound_B",3,"test",309,1,645.73648246,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_sound_B:phone_rotary_2",1,"sound","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_sound_B",3,"test",310,1,603.951287572,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",3,"test",311,1,1100.15052452,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_label_A:phone_cell_1",1,"label","A","phone","cell",1,"phone","A","phone_cell_1","phone_label_A",3,"test",312,1,712.04599255,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",3,"test",315,1,585.204558214,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_label_B:bird_song_1",1,"label","B","bird","song",1,"bird","B","bird_song_1","bird_label_B",3,"test",321,1,673.847068916,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",3,"test",322,1,1126.59423641,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_sound_B:drum_bongo_1",1,"sound","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_sound_B",3,"test",327,1,769.226293371,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_B:motor_harley_2",1,"label","B","motor","harley",2,"motor","B","motor_harley_2","motor_label_B",3,"test",328,1,699.324046785,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",3,"test",329,1,950.079331524,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",3,"test",332,1,598.196900391,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_sound_B:phone_rotary_1",1,"sound","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_sound_B",3,"test",335,1,435.397676774,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",3,"test",336,1,779.072756821,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",3,"test",337,1,716.83326544,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"bird_sound_A:bird_hawk_2",1,"sound","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_sound_A",3,"test",340,1,999.330664112,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_B:guitar_acoustic_2",1,"label","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_label_B",3,"test",341,1,839.278760133,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",3,"test",344,1,889.953952748,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_sound_B:guitar_acoustic_2",1,"sound","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_sound_B",3,"test",345,1,390.584497596,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"drum_sound_A:drum_kit_1",1,"sound","A","drum","kit",1,"drum","A","drum_kit_1","drum_sound_A",3,"test",347,1,1052.40291584,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_sound_A:guitar_electric_1",1,"sound","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_sound_A",3,"test",348,1,610.912761185,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_label_B:guitar_acoustic_1",1,"label","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_label_B",3,"test",349,1,874.402161338,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_sound_A:drum_kit_2",1,"sound","A","drum","kit",2,"drum","A","drum_kit_2","drum_sound_A",3,"test",351,1,790.598644933,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_sound_B:dog_york_1",1,"sound","B","dog","york",1,"dog","B","dog_york_1","dog_sound_B",3,"test",354,1,1015.95643535,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_label_A:bird_hawk_2",1,"label","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_label_A",3,"test",356,1,534.93515047,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"dog_label_A:dog_rott_2",1,"label","A","dog","rott",2,"dog","A","dog_rott_2","dog_label_A",3,"test",357,1,729.269982723,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"bird_label_B:bird_song_2",1,"label","B","bird","song",2,"bird","B","bird_song_2","bird_label_B",3,"test",358,1,563.986229943,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"drum_sound_B:drum_bongo_2",1,"sound","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_sound_B",3,"test",359,1,358.23807976,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_sound_A:dog_rott_1",1,"sound","A","dog","rott",1,"dog","A","dog_rott_1","dog_sound_A",3,"test",362,1,606.055892596,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"phone_label_B:phone_rotary_2",1,"label","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_label_B",3,"test",363,1,622.244313709,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_sound_B:guitar_acoustic_1",1,"sound","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_sound_B",3,"test",364,1,661.062753235,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"motor_label_B:motor_harley_1",1,"label","B","motor","harley",1,"motor","B","motor_harley_1","motor_label_B",3,"test",365,1,506.557970599,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"dog_sound_A:dog_rott_2",1,"sound","A","dog","rott",2,"dog","A","dog_rott_2","dog_sound_A",3,"test",367,1,679.993169731,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",3,"test",369,1,1218.23887073,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"bird_label_A:bird_hawk_1",1,"label","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_label_A",3,"test",375,1,853.496443364,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"drum_sound_A:drum_kit_2",1,"sound","A","drum","kit",2,"drum","A","drum_kit_2","drum_sound_A",3,"test",377,1,713.732642878,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_109",109,"dog_label_B:dog_york_2",1,"label","B","dog","york",2,"dog","B","dog_york_2","dog_label_B",3,"test",378,1,717.229162343,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_109",109,"guitar_label_A:guitar_electric_2",1,"label","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_label_A",3,"test",380,1,1163.91693847,5,18,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_109",109,"phone_sound_A:phone_cell_1",1,"sound","A","phone","cell",1,"phone","A","phone_cell_1","phone_sound_A",3,"test",383,1,1265.87505016,5,18,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"phone_label_B:phone_rotary_2",1,"label","B","phone","rotary",2,"phone","B","phone_rotary_2","phone_label_B",0,"test",4,1,652.873365092,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_110",110,"guitar_label_A:guitar_electric_1",1,"label","A","guitar","electric",1,"guitar","A","guitar_electric_1","guitar_label_A",0,"test",7,1,422.605895787,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"female",-0.5,"label"
"TYO_110",110,"drum_label_B:drum_bongo_2",1,"label","B","drum","bongo",2,"drum","B","drum_bongo_2","drum_label_B",0,"test",9,1,420.446631731,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_110",110,"bird_sound_B:bird_song_2",1,"sound","B","bird","song",2,"bird","B","bird_song_2","bird_sound_B",0,"test",10,1,518.410036515,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"guitar_label_B:guitar_acoustic_2",1,"label","B","guitar","acoustic",2,"guitar","B","guitar_acoustic_2","guitar_label_B",0,"test",11,1,567.335630243,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_110",110,"drum_label_B:drum_bongo_1",1,"label","B","drum","bongo",1,"drum","B","drum_bongo_1","drum_label_B",0,"test",18,1,527.960599284,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_110",110,"bird_sound_A:bird_hawk_1",1,"sound","A","bird","hawk",1,"bird","A","bird_hawk_1","bird_sound_A",0,"test",19,1,509.861727187,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"guitar_sound_A:guitar_electric_2",1,"sound","A","guitar","electric",2,"guitar","A","guitar_electric_2","guitar_sound_A",0,"test",20,1,454.945715843,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"phone_sound_B:phone_rotary_1",1,"sound","B","phone","rotary",1,"phone","B","phone_rotary_1","phone_sound_B",0,"test",21,1,424.169235223,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"guitar_label_B:guitar_acoustic_1",1,"label","B","guitar","acoustic",1,"guitar","B","guitar_acoustic_1","guitar_label_B",0,"test",24,1,455.151080678,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
"TYO_110",110,"dog_sound_B:dog_york_2",1,"sound","B","dog","york",2,"dog","B","dog_york_2","dog_sound_B",0,"test",25,1,424.660643854,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"bird_sound_A:bird_hawk_2",1,"sound","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_sound_A",0,"test",26,1,467.96217619,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"bird_sound_A:bird_hawk_2",1,"sound","A","bird","hawk",2,"bird","A","bird_hawk_2","bird_sound_A",0,"test",28,1,1189.23705147,5,19,"Female","Yes","tyo",0.5,0.5,"congruent",0.5,NA,NA,"congruent"
"TYO_110",110,"dog_label_B:dog_york_1",1,"label","B","dog","york",1,"dog","B","dog_york_1","dog_label_B",0,"test",30,1,764.452822041,5,19,"Female","Yes","tyo",0.5,-0.5,NA,NA,"male",0.5,"label"
