name,ROW_ID,cueType,a,a_soundTyp,b,b_soundTyp,c,c_soundTyp,d,d_soundTyp,a_weighted,b_weighted,c_weighted,d_weighted,weighted_zSound
TYS_104,134,sound,0.0,NA,366.0,0.150000006,226.0,0.059999999000000005,106.0,-0.8199999929999999,NA,54.900002195999996,13.559999774000001,-86.91999925799999,-0.026446987518624638
TYS_104,135,label,0.0,NA,0.0,NA,348.0,0.059999999000000005,0.0,NA,NA,NA,20.879999652000002,NA,0.059999999000000005
TYS_104,136,label,0.0,NA,0.0,NA,0.0,NA,544.0,-0.8199999929999999,NA,NA,NA,-446.07999619199995,-0.8199999929999999
TYS_104,137,label,324.0,1.4500000480000002,314.0,0.150000006,342.0,0.059999999000000005,392.0,-0.8199999929999999,469.80001555200005,47.100001883999994,20.519999658000003,-321.43999725599997,0.15741983953207003
TYS_104,138,label,354.0,1.4500000480000002,193.99999999999997,0.150000006,333.99999999999994,0.059999999000000005,172.0,-0.8199999929999999,513.3000169920001,29.100001163999995,20.039999666,-141.039998796,0.39981026473055037
TYS_104,139,sound,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA
TYS_104,140,sound,338.0,0.800000012,138.0,-0.079999998,0.0,NA,0.0,NA,270.400004056,-11.039999724000001,NA,NA,0.5448739586806723
TYS_104,141,sound,0.0,NA,273.99999999999994,-0.079999998,162.0,-0.27000001100000004,0.0,NA,NA,-21.919999451999995,-43.74000178200001,NA,-0.15059633310550463
TYS_104,142,sound,0.0,NA,272.0,-0.079999998,138.0,-0.27000001100000004,0.0,NA,NA,-21.759999456,-37.260001518,NA,-0.14395122188780488
TYS_104,143,label,336.0,0.800000012,176.00000000000003,-0.079999998,0.0,NA,231.99999999999997,-0.44999998799999996,268.800004032,-14.079999648000003,NA,-104.39999721599997,0.2020430203870968
TYS_104,144,label,0.0,NA,0.0,NA,0.0,NA,380.0,-0.44999998799999996,NA,NA,NA,-170.99999544,-0.44999998799999996
TYS_104,145,label,110.0,0.800000012,260.0,-0.079999998,102.0,-0.27000001100000004,0.0,NA,88.00000132000001,-20.79999948,-27.540001122000003,NA,0.08402542525000001
TYS_104,146,label,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA
TYS_104,147,sound,168.0,1.169999957,288.00000000000006,0.910000026,193.99999999999997,-0.27000001100000004,190.0,-1.4700000290000002,196.559992776,262.08000748800004,-52.380002134,-279.30000551,0.1511428483571429
TYS_104,148,sound,220.0,1.169999957,214.0,0.910000026,0.0,NA,148.00000000000003,-1.4700000290000002,257.39999054,194.740005564,NA,-217.56000429200006,0.4030584051752576
TYS_104,149,sound,382.0,1.169999957,0.0,NA,201.99999999999997,-0.27000001100000004,324.0,-1.4700000290000002,446.939983574,NA,-54.540002222,-476.280009396,-0.09237888551101325
TYS_104,150,sound,0.0,NA,206.00000000000003,0.910000026,0.0,NA,212.0,-1.4700000290000002,NA,187.460005356,NA,-311.64000614800005,-0.2970813416076556
TYS_104,151,label,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA
TYS_104,152,label,0.0,NA,134.0,0.910000026,0.0,NA,0.0,NA,NA,121.940003484,NA,NA,0.910000026
TYS_104,153,label,206.00000000000003,1.169999957,340.0,0.910000026,0.0,NA,0.0,NA,241.019991142,309.40000884,NA,NA,1.0080952380622712
TYS_104,154,label,0.0,NA,0.0,NA,0.0,NA,400.0,-1.4700000290000002,NA,NA,NA,-588.0000116000001,-1.4700000290000004
TYS_104,155,sound,104.00000000000001,1.399999976,0.0,NA,0.0,NA,163.99999999999997,-1.8099999430000002,145.59999750400002,NA,NA,-296.839990652,-0.5643283326417909
TYS_104,156,sound,0.0,NA,0.0,NA,0.0,NA,188.0,-1.8099999430000002,NA,NA,NA,-340.27998928400007,-1.8099999430000004
TYS_104,157,sound,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA
TYS_104,158,sound,0.0,NA,0.0,NA,152.0,-0.639999986,0.0,NA,NA,NA,-97.279997872,NA,-0.639999986
TYS_104,159,label,0.0,NA,214.0,-0.150000006,0.0,NA,214.0,-1.8099999430000002,NA,-32.100001284,NA,-387.33998780200005,-0.9799999745000002
TYS_104,160,label,0.0,NA,170.0,-0.150000006,218.0,-0.639999986,132.0,-1.8099999430000002,NA,-25.50000102,-139.519996948,-238.91999247600003,-0.7768076739307693
TYS_104,161,label,130.0,1.399999976,0.0,NA,418.0,-0.639999986,434.0,-1.8099999430000002,181.99999688,NA,-267.51999414799997,-785.5399752620001,-0.8870264486048881
TYS_104,162,label,398.0,1.399999976,370.0,-0.150000006,201.99999999999997,-0.639999986,144.00000000000003,-1.8099999430000002,557.199990448,-55.50000222,-129.27999717199998,-260.6399917920001,0.1003411124452423
TYS_104,163,sound,240.0,1.0299999709999998,0.0,NA,180.0,-0.7300000190000001,0.0,NA,247.19999303999995,NA,-131.40000342000002,NA,0.27571426099999985
TYS_104,164,sound,280.0,1.0299999709999998,0.0,NA,0.0,NA,0.0,NA,288.39999187999996,NA,NA,NA,1.0299999709999998
TYS_104,165,sound,366.0,1.0299999709999998,572.0,0.889999986,162.0,-0.7300000190000001,0.0,NA,376.97998938599994,509.079991992,-118.26000307800001,NA,0.6979999802727272
TYS_104,166,sound,0.0,NA,188.0,0.889999986,0.0,NA,0.0,NA,NA,167.319997368,NA,NA,0.889999986
TYS_104,167,label,330.0,1.0299999709999998,0.0,NA,258.0,-0.7300000190000001,0.0,NA,339.89999042999995,NA,-188.34000490200003,NA,0.2577550774285713
TYS_104,168,label,0.0,NA,404.0,0.889999986,148.00000000000003,-0.7300000190000001,260.0,-1.379999995,NA,359.55999434399996,-108.04000281200004,-358.7999987,-0.13211823542857154
TYS_104,169,label,163.99999999999997,1.0299999709999998,273.99999999999994,0.889999986,266.0,-0.7300000190000001,0.0,NA,168.91999524399995,243.85999616399994,-194.18000505400002,NA,0.31051134425284077
TYS_104,170,label,176.00000000000003,1.0299999709999998,0.0,NA,0.0,NA,0.0,NA,181.279994896,NA,NA,NA,1.0299999709999998
TYS_120,11,sound,596.0,1.149999976,500.0,1.0299999709999998,0.0,NA,0.0,NA,685.3999856959999,514.9999855,NA,NA,1.0952554481715329
TYS_120,12,sound,935.9999999999999,1.149999976,0.0,NA,0.0,NA,480.0,-1.24000001,1076.3999775359998,NA,NA,-595.2000048,0.33983048922033887
TYS_120,13,sound,0.0,NA,0.0,NA,148.00000000000003,-0.9599999790000001,812.0,-1.24000001,NA,NA,-142.07999689200005,-1006.88000812,-1.1968333385541667
TYS_120,14,sound,574.0,1.149999976,382.0,1.0299999709999998,0.0,NA,322.0,-1.24000001,660.099986224,393.4599889219999,NA,-399.28000321999997,0.5119561595665101
