"name","ROW_ID","cueType","image","duration","cueTypeC","a_v_bcd","b_v_cd","c_v_d"
"TYS_120",122,"label","a",0,-0.5,0.75,0,0
"TYS_120",123,"sound","a",0,0.5,0.75,0,0
"TYS_120",124,"sound","a",0,0.5,0.75,0,0
"TYS_120",125,"sound","a",342,0.5,0.75,0,0
"TYS_120",126,"sound","a",158,0.5,0.75,0,0
"TYS_120",127,"label","a",0,-0.5,0.75,0,0
"TYS_120",128,"label","a",0,-0.5,0.75,0,0
"TYS_120",129,"label","a",0,-0.5,0.75,0,0
"TYS_120",130,"label","a",332,-0.5,0.75,0,0
"TYS_120",131,"sound","a",122,0.5,0.75,0,0
"TYS_120",132,"sound","a",0,0.5,0.75,0,0
"TYS_120",133,"sound","a",0,0.5,0.75,0,0
"TYS_120",134,"sound","a",308,0.5,0.75,0,0
"TYS_120",135,"label","a",808,-0.5,0.75,0,0
"TYS_120",136,"label","a",0,-0.5,0.75,0,0
"TYS_120",137,"label","a",0,-0.5,0.75,0,0
"TYS_120",138,"label","a",0,-0.5,0.75,0,0
"TYS_120",139,"sound","a",620,0.5,0.75,0,0
"TYS_120",140,"sound","a",474,0.5,0.75,0,0
"TYS_120",141,"sound","a",0,0.5,0.75,0,0
"TYS_120",142,"sound","a",742,0.5,0.75,0,0
"TYS_120",143,"label","a",160,-0.5,0.75,0,0
"TYS_120",144,"label","a",282,-0.5,0.75,0,0
"TYS_120",145,"label","a",1090,-0.5,0.75,0,0
"TYS_120",146,"label","a",0,-0.5,0.75,0,0
"TYS_120",147,"sound","a",744,0.5,0.75,0,0
"TYS_120",148,"sound","a",0,0.5,0.75,0,0
"TYS_120",149,"sound","a",316,0.5,0.75,0,0
"TYS_120",150,"sound","a",1136,0.5,0.75,0,0
"TYS_120",151,"label","a",0,-0.5,0.75,0,0
"TYS_120",152,"label","a",274,-0.5,0.75,0,0
"TYS_120",153,"label","a",226,-0.5,0.75,0,0
"TYS_120",154,"label","a",0,-0.5,0.75,0,0
"TYS_120",155,"sound","a",560,0.5,0.75,0,0
"TYS_120",156,"sound","a",330,0.5,0.75,0,0
"TYS_120",157,"sound","a",610,0.5,0.75,0,0
"TYS_120",158,"sound","a",1036,0.5,0.75,0,0
"TYS_120",159,"label","a",0,-0.5,0.75,0,0
"TYS_120",160,"label","a",290,-0.5,0.75,0,0
"TYS_120",161,"label","a",0,-0.5,0.75,0,0
"TYS_120",162,"label","a",582,-0.5,0.75,0,0
"TYS_120",163,"sound","a",306,0.5,0.75,0,0
"TYS_120",164,"sound","a",0,0.5,0.75,0,0
"TYS_120",165,"sound","a",0,0.5,0.75,0,0
"TYS_120",166,"sound","a",212,0.5,0.75,0,0
"TYS_120",167,"label","a",0,-0.5,0.75,0,0
"TYS_120",168,"label","a",0,-0.5,0.75,0,0
"TYS_120",169,"label","a",642,-0.5,0.75,0,0
"TYS_120",170,"label","a",0,-0.5,0.75,0,0
"TYS_122",11,"sound","a",360,0.5,0.75,0,0
"TYS_122",12,"sound","a",578,0.5,0.75,0,0
"TYS_122",13,"sound","a",410,0.5,0.75,0,0
"TYS_122",14,"sound","a",548,0.5,0.75,0,0
"TYS_122",15,"label","a",206,-0.5,0.75,0,0
"TYS_122",16,"label","a",404,-0.5,0.75,0,0
"TYS_122",17,"label","a",352,-0.5,0.75,0,0
"TYS_122",18,"label","a",304,-0.5,0.75,0,0
"TYS_122",19,"sound","a",0,0.5,0.75,0,0
"TYS_122",20,"sound","a",192,0.5,0.75,0,0
"TYS_122",21,"sound","a",338,0.5,0.75,0,0
"TYS_122",22,"sound","a",602,0.5,0.75,0,0
"TYS_122",23,"label","a",318,-0.5,0.75,0,0
"TYS_122",24,"label","a",538,-0.5,0.75,0,0
"TYS_122",25,"label","a",196,-0.5,0.75,0,0
"TYS_122",26,"label","a",372,-0.5,0.75,0,0
"TYS_122",27,"sound","a",508,0.5,0.75,0,0
"TYS_122",28,"sound","a",190,0.5,0.75,0,0
"TYS_122",29,"sound","a",436,0.5,0.75,0,0
"TYS_122",30,"sound","a",506,0.5,0.75,0,0
"TYS_122",31,"label","a",196,-0.5,0.75,0,0
"TYS_122",32,"label","a",244,-0.5,0.75,0,0
"TYS_122",33,"label","a",0,-0.5,0.75,0,0
"TYS_122",34,"label","a",210,-0.5,0.75,0,0
"TYS_122",35,"sound","a",306,0.5,0.75,0,0
"TYS_122",36,"sound","a",0,0.5,0.75,0,0
"TYS_122",37,"sound","a",388,0.5,0.75,0,0
"TYS_122",38,"sound","a",176,0.5,0.75,0,0
"TYS_122",39,"label","a",418,-0.5,0.75,0,0
"TYS_122",40,"label","a",146,-0.5,0.75,0,0
"TYS_122",41,"label","a",236,-0.5,0.75,0,0
"TYS_122",42,"label","a",160,-0.5,0.75,0,0
"TYS_122",43,"sound","a",402,0.5,0.75,0,0
"TYS_122",44,"sound","a",260,0.5,0.75,0,0
"TYS_122",45,"sound","a",600,0.5,0.75,0,0
"TYS_122",46,"sound","a",530,0.5,0.75,0,0
"TYS_122",47,"label","a",290,-0.5,0.75,0,0
"TYS_122",48,"label","a",0,-0.5,0.75,0,0
"TYS_122",49,"label","a",152,-0.5,0.75,0,0
"TYS_122",50,"label","a",610,-0.5,0.75,0,0
"TYS_122",51,"sound","a",612,0.5,0.75,0,0
"TYS_122",52,"sound","a",378,0.5,0.75,0,0
"TYS_122",53,"sound","a",640,0.5,0.75,0,0
"TYS_122",54,"sound","a",496,0.5,0.75,0,0
"TYS_122",55,"label","a",764,-0.5,0.75,0,0
"TYS_122",56,"label","a",236,-0.5,0.75,0,0
"TYS_122",57,"label","a",462,-0.5,0.75,0,0
"TYS_122",59,"sound","a",654,0.5,0.75,0,0
"TYS_122",60,"sound","a",316,0.5,0.75,0,0
"TYS_122",61,"sound","a",264,0.5,0.75,0,0
"TYS_122",62,"sound","a",432,0.5,0.75,0,0
"TYS_122",63,"label","a",478,-0.5,0.75,0,0
"TYS_122",64,"label","a",0,-0.5,0.75,0,0
"TYS_122",65,"label","a",168,-0.5,0.75,0,0
"TYS_122",66,"label","a",206,-0.5,0.75,0,0
"TYS_122",67,"sound","a",224,0.5,0.75,0,0
"TYS_122",68,"sound","a",1060,0.5,0.75,0,0
"TYS_122",69,"sound","a",342,0.5,0.75,0,0
"TYS_122",70,"sound","a",580,0.5,0.75,0,0
"TYS_122",71,"label","a",180,-0.5,0.75,0,0
"TYS_122",72,"label","a",138,-0.5,0.75,0,0
"TYS_122",73,"label","a",322,-0.5,0.75,0,0
"TYS_122",74,"label","a",0,-0.5,0.75,0,0
"TYS_122",75,"sound","a",450,0.5,0.75,0,0
"TYS_122",76,"sound","a",512,0.5,0.75,0,0
"TYS_122",77,"sound","a",432,0.5,0.75,0,0
"TYS_122",78,"sound","a",678,0.5,0.75,0,0
"TYS_122",79,"label","a",280,-0.5,0.75,0,0
"TYS_122",80,"label","a",214,-0.5,0.75,0,0
"TYS_122",81,"label","a",576,-0.5,0.75,0,0
"TYS_122",82,"label","a",438,-0.5,0.75,0,0
"TYS_122",83,"sound","a",414,0.5,0.75,0,0
"TYS_122",84,"sound","a",352,0.5,0.75,0,0
"TYS_122",85,"sound","a",480,0.5,0.75,0,0
"TYS_122",86,"sound","a",538,0.5,0.75,0,0
"TYS_122",87,"label","a",610,-0.5,0.75,0,0
"TYS_122",88,"label","a",512,-0.5,0.75,0,0
"TYS_122",89,"label","a",214,-0.5,0.75,0,0
"TYS_122",90,"label","a",502,-0.5,0.75,0,0
"TYS_122",91,"sound","a",66,0.5,0.75,0,0
"TYS_122",92,"sound","a",670,0.5,0.75,0,0
"TYS_122",93,"sound","a",124,0.5,0.75,0,0
"TYS_122",94,"sound","a",250,0.5,0.75,0,0
"TYS_122",95,"label","a",164,-0.5,0.75,0,0
"TYS_122",96,"label","a",132,-0.5,0.75,0,0
"TYS_122",97,"label","a",254,-0.5,0.75,0,0
"TYS_122",98,"label","a",272,-0.5,0.75,0,0
"TYS_122",99,"sound","a",154,0.5,0.75,0,0
"TYS_122",100,"sound","a",140,0.5,0.75,0,0
"TYS_122",101,"sound","a",208,0.5,0.75,0,0
"TYS_122",102,"sound","a",166,0.5,0.75,0,0
"TYS_122",103,"label","a",284,-0.5,0.75,0,0
"TYS_122",104,"label","a",0,-0.5,0.75,0,0
"TYS_122",105,"label","a",266,-0.5,0.75,0,0
"TYS_122",106,"label","a",204,-0.5,0.75,0,0
"TYS_122",107,"sound","a",448,0.5,0.75,0,0
"TYS_122",108,"sound","a",518,0.5,0.75,0,0
"TYS_122",109,"sound","a",384,0.5,0.75,0,0
"TYS_122",110,"sound","a",0,0.5,0.75,0,0
"TYS_122",111,"label","a",302,-0.5,0.75,0,0
"TYS_122",112,"label","a",0,-0.5,0.75,0,0
"TYS_122",113,"label","a",368,-0.5,0.75,0,0
"TYS_122",114,"label","a",234,-0.5,0.75,0,0
"TYS_122",115,"sound","a",700,0.5,0.75,0,0
"TYS_122",116,"sound","a",162,0.5,0.75,0,0
"TYS_122",117,"sound","a",0,0.5,0.75,0,0
"TYS_122",118,"sound","a",294,0.5,0.75,0,0
"TYS_122",119,"label","a",284,-0.5,0.75,0,0
"TYS_122",120,"label","a",300,-0.5,0.75,0,0
"TYS_122",121,"label","a",0,-0.5,0.75,0,0
"TYS_122",122,"label","a",164,-0.5,0.75,0,0
"TYS_122",123,"sound","a",220,0.5,0.75,0,0
"TYS_122",124,"sound","a",632,0.5,0.75,0,0
"TYS_122",125,"sound","a",334,0.5,0.75,0,0
"TYS_122",126,"sound","a",532,0.5,0.75,0,0
"TYS_122",127,"label","a",276,-0.5,0.75,0,0
"TYS_122",128,"label","a",418,-0.5,0.75,0,0
"TYS_122",129,"label","a",216,-0.5,0.75,0,0
"TYS_122",130,"label","a",0,-0.5,0.75,0,0
"TYS_122",131,"sound","a",164,0.5,0.75,0,0
"TYS_122",132,"sound","a",452,0.5,0.75,0,0
"TYS_122",133,"sound","a",156,0.5,0.75,0,0
"TYS_122",134,"sound","a",510,0.5,0.75,0,0
"TYS_122",135,"label","a",170,-0.5,0.75,0,0
"TYS_122",136,"label","a",160,-0.5,0.75,0,0
"TYS_122",137,"label","a",158,-0.5,0.75,0,0
"TYS_122",138,"label","a",0,-0.5,0.75,0,0
"TYS_122",139,"sound","a",370,0.5,0.75,0,0
"TYS_122",140,"sound","a",194,0.5,0.75,0,0
"TYS_122",141,"sound","a",856,0.5,0.75,0,0
"TYS_122",142,"sound","a",790,0.5,0.75,0,0
"TYS_122",143,"label","a",792,-0.5,0.75,0,0
"TYS_122",144,"label","a",236,-0.5,0.75,0,0
"TYS_122",145,"label","a",518,-0.5,0.75,0,0
"TYS_122",146,"label","a",442,-0.5,0.75,0,0
"TYS_122",147,"sound","a",672,0.5,0.75,0,0
"TYS_122",148,"sound","a",186,0.5,0.75,0,0
"TYS_122",149,"sound","a",612,0.5,0.75,0,0
"TYS_122",150,"sound","a",236,0.5,0.75,0,0
"TYS_122",151,"label","a",250,-0.5,0.75,0,0
"TYS_122",152,"label","a",632,-0.5,0.75,0,0
"TYS_122",153,"label","a",0,-0.5,0.75,0,0
"TYS_122",154,"label","a",234,-0.5,0.75,0,0
"TYS_122",155,"sound","a",730,0.5,0.75,0,0
"TYS_122",156,"sound","a",546,0.5,0.75,0,0
"TYS_122",157,"sound","a",416,0.5,0.75,0,0
"TYS_122",158,"sound","a",794,0.5,0.75,0,0
"TYS_122",159,"label","a",312,-0.5,0.75,0,0
"TYS_122",160,"label","a",486,-0.5,0.75,0,0
"TYS_122",161,"label","a",950,-0.5,0.75,0,0
"TYS_122",162,"label","a",178,-0.5,0.75,0,0
"TYS_122",163,"sound","a",502,0.5,0.75,0,0
"TYS_122",164,"sound","a",218,0.5,0.75,0,0
"TYS_122",165,"sound","a",610,0.5,0.75,0,0
"TYS_122",166,"sound","a",410,0.5,0.75,0,0
"TYS_122",167,"label","a",614,-0.5,0.75,0,0
"TYS_122",168,"label","a",590,-0.5,0.75,0,0
"TYS_122",169,"label","a",238,-0.5,0.75,0,0
"TYS_122",170,"label","a",0,-0.5,0.75,0,0
"TYS_125",11,"sound","a",0,0.5,0.75,0,0
"TYS_125",12,"sound","a",0,0.5,0.75,0,0
"TYS_125",14,"sound","a",838,0.5,0.75,0,0
"TYS_125",15,"label","a",0,-0.5,0.75,0,0
"TYS_125",16,"label","a",290,-0.5,0.75,0,0
"TYS_125",17,"label","a",0,-0.5,0.75,0,0
"TYS_125",18,"label","a",0,-0.5,0.75,0,0
"TYS_125",19,"sound","a",0,0.5,0.75,0,0
"TYS_125",21,"sound","a",308,0.5,0.75,0,0
"TYS_125",23,"label","a",164,-0.5,0.75,0,0
"TYS_125",24,"label","a",330,-0.5,0.75,0,0
"TYS_125",27,"sound","a",0,0.5,0.75,0,0
"TYS_125",30,"sound","a",350,0.5,0.75,0,0
"TYS_125",32,"label","a",0,-0.5,0.75,0,0
