"name","ROW_ID","category","cueType","sound_file","block","trialIndex_new","sinceImageOnset","eventStart","eventEnd","eventImageFile","eventImageLoc","zSound","ordered_sound","validRT","validDur","valid","cueTypeC"
"TYS_120",38,"dog","sound","dog_sound.wav",3,43,727.956295,257.956295,727.956295,"dog_pic_label.jpg","right_up",-1.05777886304905,"d",FALSE,TRUE,FALSE,0.5
"TYS_120",39,"dog","label","dog_label.wav",2,36,441.750973,295.750973,441.750973,"dog_pic_both.jpg","right_up",1.26635497688971,"a",TRUE,TRUE,TRUE,-0.5
"TYS_120",40,"dog","label","dog_label.wav",4,80,533.989549,333.989549,533.989549,"dog_pic_label.jpg","right_up",-1.05777886304905,"d",FALSE,TRUE,FALSE,-0.5
"TYS_120",41,"dog","label","dog_label.wav",4,61,541.912556,381.912556,541.912556,"dog_pic_both.jpg","right_down",1.26635497688971,"a",TRUE,TRUE,TRUE,-0.5
"TYS_120",42,"dog","label","dog_label.wav",1,12,805.989921,531.989921,805.989921,"dog_pic_label.jpg","left_up",-1.05777886304905,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",43,"cat","sound","cat_sound.wav",1,9,735.851943,541.851943,735.851943,"cat_pic_label.jpg","right_up",-0.0592156525463789,"c",TRUE,TRUE,TRUE,0.5
"TYS_120",44,"cat","sound","cat_sound.wav",3,45,534.78235,336.78235,534.78235,"cat_pic_sound.jpg","right_down",0.45398666952224,"b",TRUE,TRUE,TRUE,0.5
"TYS_120",45,"cat","sound","cat_sound.wav",4,72,1089.352846,653.352846,1089.352846,"cat_pic_neither.jpg","left_up",-1.36196000856672,"d",TRUE,TRUE,TRUE,0.5
"TYS_120",46,"cat","sound","cat_sound.wav",1,11,1421.694994,1075.694994,1421.694994,"cat_pic_neither.jpg","right_up",-1.36196000856672,"d",TRUE,TRUE,TRUE,0.5
"TYS_120",47,"cat","label","cat_label.wav",1,4,473.066628,243.066628,473.066628,"cat_pic_both.jpg","right_up",0.967188991590859,"a",TRUE,TRUE,TRUE,-0.5
"TYS_120",48,"cat","label","cat_label.wav",3,60,414.687842,248.687842,414.687842,"cat_pic_both.jpg","right_down",0.967188991590859,"a",TRUE,TRUE,TRUE,-0.5
"TYS_120",49,"cat","label","cat_label.wav",1,1,519.762099,277.762099,519.762099,"cat_pic_sound.jpg","right_up",0.45398666952224,"b",TRUE,TRUE,TRUE,-0.5
"TYS_120",50,"cat","label","cat_label.wav",4,65,566.897094,398.897094,566.897094,"cat_pic_label.jpg","left_up",-0.0592156525463789,"c",TRUE,TRUE,TRUE,-0.5
"TYS_120",51,"key","sound","key_sound.wav",4,68,542.226255,332.226255,542.226255,"key_pic_neither.jpg","right_up",-0.0619158450373888,"b",TRUE,TRUE,TRUE,0.5
"TYS_120",52,"key","sound","key_sound.wav",2,40,538.728178,342.728178,538.728178,"key_pic_label.jpg","right_down",-1.10210204166552,"d",TRUE,TRUE,TRUE,0.5
"TYS_120",53,"key","sound","key_sound.wav",3,54,489.769369,277.769369,489.769369,"key_pic_neither.jpg","right_down",-0.0619158450373888,"b",TRUE,TRUE,TRUE,0.5
"TYS_120",54,"key","sound","key_sound.wav",4,69,509.191573,311.191573,509.191573,"key_pic_both.jpg","right_down",1.32499908380012,"a",TRUE,TRUE,TRUE,0.5
"TYS_120",55,"key","label","key_label.wav",3,51,748.297155,656.297155,748.297155,"key_pic_label.jpg","left_down",-1.10210204166552,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",56,"key","label","key_label.wav",3,58,584.903955,428.903955,584.903955,"key_pic_label.jpg","right_up",-1.10210204166552,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",57,"key","label","key_label.wav",2,24,484.736085,312.736085,484.736085,"key_pic_both.jpg","right_up",1.32499908380012,"a",TRUE,TRUE,TRUE,-0.5
"TYS_120",58,"key","label","key_label.wav",4,78,535.633445,319.633445,535.633445,"key_pic_sound.jpg","right_up",-0.160981197097211,"c",TRUE,TRUE,TRUE,-0.5
"TYS_120",59,"chain","sound","chain_sound.wav",4,63,521.909356,355.909356,521.909356,"chain_pic_neither.jpg","right_down",-0.815573632392701,"d",TRUE,TRUE,TRUE,0.5
"TYS_120",60,"chain","sound","chain_sound.wav",4,64,510.198474,308.198474,510.198474,"chain_pic_both.jpg","right_up",-0.146385010942279,"b",TRUE,TRUE,TRUE,0.5
"TYS_120",61,"chain","sound","chain_sound.wav",2,37,505.718946,327.718946,505.718946,"chain_pic_label.jpg","right_up",-0.48097932166749,"c",TRUE,TRUE,TRUE,0.5
"TYS_120",62,"chain","sound","chain_sound.wav",2,28,509.098411,293.098411,509.098411,"chain_pic_sound.jpg","right_up",1.44293796500247,"a",TRUE,TRUE,TRUE,0.5
"TYS_120",63,"chain","label","chain_label.wav",4,75,580.87635,426.87635,580.87635,"chain_pic_neither.jpg","right_up",-0.815573632392701,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",64,"chain","label","chain_label.wav",2,21,496.855408,282.855408,496.855408,"chain_pic_label.jpg","left_up",-0.48097932166749,"c",TRUE,TRUE,TRUE,-0.5
"TYS_120",65,"chain","label","chain_label.wav",2,34,589.173496,293.173496,589.173496,"chain_pic_neither.jpg","right_down",-0.815573632392701,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",66,"chain","label","chain_label.wav",4,79,759.783268,685.783268,759.783268,"chain_pic_neither.jpg","left_up",-0.815573632392701,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",67,"bowling","sound","bowling_sound.wav",2,26,501.115382,347.115382,501.115382,"bowling_pic_neither.jpg","left_up",-0.290185889242108,"c",TRUE,TRUE,TRUE,0.5
"TYS_120",68,"bowling","sound","bowling_sound.wav",2,32,538.817108,352.817108,538.817108,"bowling_pic_neither.jpg","right_down",-0.290185889242108,"c",TRUE,TRUE,TRUE,0.5
"TYS_120",69,"bowling","sound","bowling_sound.wav",2,23,785.92962,311.92962,785.92962,"bowling_pic_sound.jpg","right_up",0.896068515132223,"a",TRUE,TRUE,TRUE,0.5
"TYS_120",70,"bowling","sound","bowling_sound.wav",2,25,606.820881,422.820881,606.820881,"bowling_pic_label.jpg","left_down",-1.28510893807219,"d",TRUE,TRUE,TRUE,0.5
"TYS_120",71,"bowling","label","bowling_label.wav",1,10,573.647738,263.647738,573.647738,"bowling_pic_label.jpg","right_up",-1.28510893807219,"d",TRUE,TRUE,TRUE,-0.5
"TYS_120",72,"bowling","label","bowling_label.wav",2,35,606.6522,328.6522,606.6522,"bowling_pic_neither.jpg","right_down",-0.290185889242108,"c",TRUE,TRUE,TRUE,-0.5
"TYS_120",73,"bowling","label","bowling_label.wav",2,29,650.151491,366.151491,650.151491,"bowling_pic_both.jpg","right_down",0.679226312182077,"b",TRUE,TRUE,TRUE,-0.5
"TYS_120",74,"bowling","label","bowling_label.wav",4,70,512.762368,344.762368,512.762368,"bowling_pic_both.jpg","right_up",0.679226312182077,"b",TRUE,TRUE,TRUE,-0.5
